TITLE,DESCRIPTION,URL_TIKTOK,PLATFORM,CONTENT_ID,CREATOR_USERNAME,SOURCE_PLATFORM_URL,RECIPE_LANGUAGE_HINT,CUISINE_HINT,MAIN_INGREDIENT_HINT,DESCRIPTION_IS_PARTIAL,DATA_ORIGIN,VERIFICATION_SOURCE_URL
"Il Toad in the Hole, letteralmente “rospo nel buco”","Il Toad in the Hole, letteralmente “rospo nel buco”, è una delle ricette più iconiche della cucina britannica. #casapappagallo #lucapappagallo #ricette #ricettadelgiorno",https://www.tiktok.com/@luca_pappagallo/video/7637169507454160150,tiktok,7637169507454160150,luca_pappagallo,https://www.tiktok.com/@luca_pappagallo,it,,,false,existing_verified_tiktok_caption_file,https://www.tiktok.com/@luca_pappagallo/video/7637169507454160150
Il Cif e Ciaf è una ricetta abruzzese,"Il Cif e Ciaf è una ricetta abruzzese antica, nata nei giorni della macellazione del maiale, quando le famiglie si riunivano per celebrare l’abbondanza e condividere un pasto robusto e festoso. #casapappagallo #lucapappagallo #ricette #ricettadelgiorno",https://www.tiktok.com/@luca_pappagallo/video/7636388941838470422,tiktok,7636388941838470422,luca_pappagallo,https://www.tiktok.com/@luca_pappagallo,it,,,false,existing_verified_tiktok_caption_file,https://www.tiktok.com/@luca_pappagallo/video/7636388941838470422
عادي عندكم تجرّبونه؟,عادي عندكم تجرّبونه؟ #fyp #easyrecipe #crab,https://www.tiktok.com/@bento_mommy/video/7638241594537299222,tiktok,7638241594537299222,bento_mommy,https://www.tiktok.com/@bento_mommy,en,,,false,existing_verified_tiktok_caption_file,https://www.tiktok.com/@bento_mommy/video/7638241594537299222
لذييذه لازم تجربونها!!,لذييذه لازم تجربونها!! #fyp #easyrecipe #ورق_عنب,https://www.tiktok.com/@bento_mommy/video/7637501578358033687,tiktok,7637501578358033687,bento_mommy,https://www.tiktok.com/@bento_mommy,en,,,false,existing_verified_tiktok_caption_file,https://www.tiktok.com/@bento_mommy/video/7637501578358033687
عادي عندكم تجرّبونه؟ ❤️,عادي عندكم تجرّبونه؟ ❤️ . #fyp #easyrecipe #watermelon,https://www.tiktok.com/@bento_mommy/video/7637123506077011222,tiktok,7637123506077011222,bento_mommy,https://www.tiktok.com/@bento_mommy,en,,,false,existing_verified_tiktok_caption_file,https://www.tiktok.com/@bento_mommy/video/7637123506077011222
لذيذة لازم تجربونها,لذيذة لازم تجربونها #fyp #EasyRecipes #pasta,https://www.tiktok.com/@bento_mommy/video/7636748116389039382,tiktok,7636748116389039382,bento_mommy,https://www.tiktok.com/@bento_mommy,en,,,false,existing_verified_tiktok_caption_file,https://www.tiktok.com/@bento_mommy/video/7636748116389039382
ما حبيت طعم زيت المسترد بجرب بزيت عادي,ما حبيت طعم زيت المسترد بجرب بزيت عادي #fyp #easyrecipe #mango,https://www.tiktok.com/@bento_mommy/video/7636747929906154774,tiktok,7636747929906154774,bento_mommy,https://www.tiktok.com/@bento_mommy,en,,,false,existing_verified_tiktok_caption_file,https://www.tiktok.com/@bento_mommy/video/7636747929906154774
لذيذ وسهل لازم تجرّبونه ❤️,لذيذ وسهل لازم تجرّبونه ❤️ ‏ #fyp #easyrecipe #ratatouille,https://www.tiktok.com/@bento_mommy/video/7636025591791111446,tiktok,7636025591791111446,bento_mommy,https://www.tiktok.com/@bento_mommy,en,,,false,existing_verified_tiktok_caption_file,https://www.tiktok.com/@bento_mommy/video/7636025591791111446
شلون تحبون تاكلونة؟,شلون تحبون تاكلونة؟ #fyp #EasyRecipes #foodtrend,https://www.tiktok.com/@bento_mommy/video/7633412874462842134,tiktok,7633412874462842134,bento_mommy,https://www.tiktok.com/@bento_mommy,en,,,false,existing_verified_tiktok_caption_file,https://www.tiktok.com/@bento_mommy/video/7633412874462842134
عجيييبه لازم تجربونها ❤️,عجيييبه لازم تجربونها ❤️ #fyp #easyrecipe #cake,https://www.tiktok.com/@bento_mommy/video/7629707578213256470,tiktok,7629707578213256470,bento_mommy,https://www.tiktok.com/@bento_mommy,en,,,false,existing_verified_tiktok_caption_file,https://www.tiktok.com/@bento_mommy/video/7629707578213256470
"Une viande confite aux saveurs thaïlandaise, purée de patate douce rôtie","Une viande confite aux saveurs thaïlandaise, purée de patate douce rôtie Ingrédients : 500g viande de bœuf à bourguignon style paleron Citronnelle Gingembre Ail Huile d’olive 3 cas de Sauce soja 2 cas de maïzena Épices : 1 cas de curcuma et de gingembre Une poignée de tomates cerises 1 cas de miel Herbes : coriandre persil ciboulette ( ce que vous aimez ) Citron vert",https://www.tiktok.com/@louloukitchen_/video/7633456224322866454,tiktok,7633456224322866454,louloukitchen_,https://www.tiktok.com/@louloukitchen_,fr,,,false,existing_verified_tiktok_caption_file,https://www.tiktok.com/@louloukitchen_/video/7633456224322866454
Salade proteinée de folie Inspirée de la chicken salad de @chefkla,"Salade proteinée de folie Inspirée de la chicken salad de @chefkla Ingrédients : Poulet grillé qu’on mixe Échalote Fenouil Chou blanc Concombre Cebettes Salade romaine Sauce : Skyr/ œufs durs, Houmous, huile d’olive, citron, sel poivre",https://www.tiktok.com/@louloukitchen_/video/7632252254627712278,tiktok,7632252254627712278,louloukitchen_,https://www.tiktok.com/@louloukitchen_,fr,,,false,existing_verified_tiktok_caption_file,https://www.tiktok.com/@louloukitchen_/video/7632252254627712278
Gazpacho de melocoton,"Gazpacho de melocoton con tomate triturado, melocoton, ajo, pimiento, cebolla, aceite de oliva, vinagre de manzana y sal. Triturar los ingredientes hasta obtener una sopa fria suave y ajustar acidez y sal al gusto.",https://youtube.com/shorts/KO70AV4J52s?feature=share,youtube_shorts,KO70AV4J52s,antoniasevilla,https://youtube.com/shorts/KO70AV4J52s?feature=share,es,spanish,peach,false,verified_public_recipe_page,https://cookpad.com/ar/recetas/16616290-gazpacho-de-melocoton
Gofres de cacao sin gluten,Gofres de cacao sin gluten preparados mezclando los ingredientes en un bol hasta conseguir una masa homogenea. Cocinar en moldes de silicona al microondas o en gofrera y enfriar antes de servir.,https://youtube.com/shorts/s7P1eEKUrfo?feature=share,youtube_shorts,s7P1eEKUrfo,antoniasevilla,https://youtube.com/shorts/s7P1eEKUrfo?feature=share,es,dessert,cocoa,false,verified_public_recipe_page,https://cookpad.com/es/recetas/25006059
Mandorle e nocciole al cioccolato,"Dolcetti italiani con mandorle, nocciole tostate e cioccolato fondente. Tostare la frutta secca, sciogliere il cioccolato a bagnomaria, mescolare tutto e formare piccoli mucchietti su carta forno.",https://youtube.com/shorts/PhOAEtqplcU?feature=share,youtube_shorts,PhOAEtqplcU,lucia_fiale,https://youtube.com/shorts/PhOAEtqplcU?feature=share,it,italian dessert,almonds,false,verified_public_recipe_page,https://www.ilsipontino.net/mandorle-e-nocciole-atterrate-al-cioccolato-la-video-ricetta/
Pasta fresca agli spinaci con due ingredienti,"Pasta fresca verde fatta con farina e spinaci. Frullare farina e spinaci fino a ottenere un impasto compatto, tagliare piccoli pezzi direttamente in acqua bollente e condire con pesto di spinaci, noci, parmigiano, aglio, olio e sale.",https://youtube.com/shorts/-7G3u2VOH9c,youtube_shorts,-7G3u2VOH9c,lericettedisimo,https://youtube.com/shorts/-7G3u2VOH9c,it,italian,spinach,false,verified_public_recipe_page,https://blog.giallozafferano.it/lericettedisimo/ricetta-pasta-fresca-agli-spinaci/
Tramezzini al salmone,"Tramezzini farciti con pane morbido, formaggio spalmabile, maionese, uovo sodo, capperi, cipolla, salmone affumicato, sale e pepe. Mescolare la crema, spalmarla sul pane, aggiungere verdura e tagliare in diagonale.",https://youtube.com/shorts/eduFflIOaI8?feature=share,youtube_shorts,eduFflIOaI8,cookist,https://youtube.com/shorts/eduFflIOaI8?feature=share,it,italian appetizer,salmon,false,verified_public_recipe_page,https://video.cookist.it/video/an/Y5CD8uSwymkCBtCP
Cookies burro di arachidi e marmellata,"Cookies con burro di arachidi, burro morbido, zucchero di canna, farina, tuorli, sale, bicarbonato e marmellata. Lavorare burri e zucchero, aggiungere tuorli e farina, incorporare marmellata e cuocere in forno.",https://youtube.com/shorts/XgYGI9hf170?feature=share,youtube_shorts,XgYGI9hf170,chiarasbakery,https://youtube.com/shorts/XgYGI9hf170?feature=share,it,dessert,peanut butter,false,verified_public_recipe_page,https://www.chiarasbakery.it/ricetta-cookies-burro-di-arachidi-e-marmellata/
Melanzane ripiene senza uova,"Melanzane ripiene leggere con aglio, prezzemolo, basilico, capperi, tonno, olio extravergine, olive, pepe nero, peperoncino e pangrattato opzionale. Svuotare e farcire le melanzane, poi cuocere fino a gratinatura.",https://youtube.com/shorts/CIyWhEWB3Dg?feature=share,youtube_shorts,CIyWhEWB3Dg,misterkitchen,https://youtube.com/shorts/CIyWhEWB3Dg?feature=share,it,italian keto,eggplant,false,verified_public_recipe_page,https://misterkitchen.altervista.org/melanzane-ripiene-senza-uova-ricetta-chetogenica/
Rolls de espinaca,"Rolls saludables con espinaca, huevos, almidon de maiz, leche, aceite de oliva, sal y pimienta. Preparar la masa verde, cocinarla fina y rellenar con zanahoria, tomate, choclo y palta.",https://youtube.com/shorts/o2VJ3iwH_Lw,youtube_shorts,o2VJ3iwH_Lw,laanonima,https://youtube.com/shorts/o2VJ3iwH_Lw,es,healthy,spinach,false,verified_public_recipe_page,https://mobilenikappviews.laanonimaws.com/empresa/recetas/rolls-de-espinaca
Strangolapreti ricotta e spinaci con speck,"Gnocchi tradizionali con ricotta, spinaci e speck croccante, serviti con burro e salvia. Preparare l'impasto morbido, formare gli strangolapreti, lessarli e saltarli con il condimento.",https://youtube.com/shorts/z0-H6IdgHmc?si=QGtM120ZM-r8ye7k,youtube_shorts,z0-H6IdgHmc,animaincucina,https://youtube.com/shorts/z0-H6IdgHmc?si=QGtM120ZM-r8ye7k,it,italian,spinach,false,verified_public_recipe_page,https://www.animaincucina.it/ricetta-strangolapreti-ricotta-e-spinaci-con-speck-ricetta-tradizionale-al-burro-e-salvia/
Salade de poulet au curry,"Salade zero dechet avec chair de poulet, oeuf dur, mayonnaise, curry indien, jus de citron, herbes hachees, salade et pain. Effilocher le poulet, lier avec la sauce curry et garnir un bun grille.",https://www.instagram.com/reel/C1VKeyvtUWy/,instagram,C1VKeyvtUWy,gregcookandroll,https://www.instagram.com/reel/C1VKeyvtUWy/,fr,french,chicken,false,verified_public_recipe_page,https://www.cookandroll.eu/archives/2024/02/06/40198186.html
Magret de canard seche au piment Niora,"Magret de canard seche avec salage par impregnation, epices et piment Niora legerement fume. Emballer serre ou sous vide, laisser maturer puis secher selon la methode indiquee.",https://www.instagram.com/reel/DGLb53PIXrj/,instagram,DGLb53PIXrj,gregcookandroll,https://www.instagram.com/reel/DGLb53PIXrj/,fr,french charcuterie,duck,false,verified_public_recipe_page,https://www.cookandroll.eu/2025/03/magret-de-canard-seche-au-piment-niora.html
Tahdig Persian rice,"Tahdig with basmati rice, butter, olive oil, water, saffron and salt. Rinse and soak the rice, parboil until the outside softens, then steam with fat and saffron to form a crisp golden crust.",https://instagram.com/p/CLXtUlPn8U2/,instagram,CLXtUlPn8U2,el_pinche_jack,https://instagram.com/p/CLXtUlPn8U2/,en,persian,rice,false,verified_public_recipe_page,https://cookpad.com/eng/recipes/14834447
Fresh tomato salsa,"Fresh tomato salsa with ripe tomatoes, onion, jalapenos, lime, olive oil, cilantro, cumin, salt and pepper. Pulse the ingredients in a food processor until chunky and bright.",https://instagram.com/p/YdHoRiFg98/,instagram,YdHoRiFg98,aggieskitchen,https://instagram.com/p/YdHoRiFg98/,en,mexican,tomato,false,verified_public_recipe_page,https://aggieskitchen.com/fresh-tomato-salsa/
Maryland crab dip,"Crab dip with softened cream cheese, mayo, sour cream, whole grain mustard, Old Bay hot sauce, Old Bay seasoning, roasted garlic, smoked cheddar, Gruyere, lemon and lump crab. Mix and bake until hot and bubbling.",https://www.tiktok.com/t/ZTFkHypMC/,tiktok,ZTFkHypMC,tinekeyounger,https://www.tiktok.com/@tinekeyounger,en,american,crab,false,verified_public_article,https://forums.extremeravens.com/topic/32508-ravens-insider-meet-tini-younger-a-social-media-chef-and-ravens-fan-with-over-9-million-followers/
Buffalo chicken dip,"Buffalo chicken dip with seasoned chicken breasts, smoked Gouda, cheddar, cream cheese, ranch or blue cheese, roasted garlic and chives. Cook the chicken, shred it, mix with cheeses and bake until melted.",https://www.tiktok.com/t/ZP8Rm8XoV/,tiktok,ZP8Rm8XoV,tinekeyounger,https://www.tiktok.com/@tinekeyounger,en,american,chicken,false,verified_public_article,https://forums.extremeravens.com/topic/32508-ravens-insider-meet-tini-younger-a-social-media-chef-and-ravens-fan-with-over-9-million-followers/
Spaghetti with zucchini cream and clams,"Spanish pasta recipe with spaghetti, zucchini cream, clams, chili, olive oil and seasoning. Cook the pasta, blend or cook down the zucchini into a sauce, combine with clams and finish warm.",https://youtube.com/shorts/7uQqLlspYF8?feature=share,youtube_shorts,7uQqLlspYF8,antoniasevilla,https://youtube.com/shorts/7uQqLlspYF8?feature=share,es,spanish pasta,zucchini,false,verified_public_recipe_page,https://cookpad.com/es/recetas/25062255
Broccoli and egg breakfast patties,"Healthy breakfast with broccoli, onion, cheese, egg whites and egg yolks. Blanch and chop broccoli, mix with onion, cheese and whites, shape patties, add yolks in the center and cook covered.",https://youtube.com/shorts/yH2zOqK-9cI?feature=share,youtube_shorts,yH2zOqK-9cI,OnlyProvenRecipes,https://www.youtube.com/@OnlyProvenRecipes,en,healthy breakfast,broccoli,false,verified_public_recipe_page,https://cookpad.com/eng/recipes/25346846
Turkey legs and potatoes in the oven,"Spanish oven dish with turkey legs, potatoes, onion, green pepper, olive oil and a parsley, thyme, paprika, garlic and tomato paste marinade. Roast wrapped turkey with seasoned potatoes until tender and browned.",https://youtube.com/shorts/jAip-FCL2og?si=0jAIQa4YeILW6AKX,youtube_shorts,jAip-FCL2og,poesiadefogon,https://youtube.com/shorts/jAip-FCL2og?si=0jAIQa4YeILW6AKX,es,spanish home cooking,turkey,false,verified_public_recipe_page,https://cookpad.com/es/recetas/24791418
Gnocchi with textured soy and pisto,"Vegetarian Spanish-style dish with gnocchi, textured soy, vegetable stock, white wine, pisto, garlic, turmeric, pepper, thyme and parsley. Hydrate soy in seasoned broth, add pisto, then cook gnocchi briefly.",https://youtube.com/shorts/_E5WhrRcp5g?feature=share,youtube_shorts,_E5WhrRcp5g,antoniasevilla,https://youtube.com/shorts/_E5WhrRcp5g?feature=share,es,spanish vegetarian,gnocchi,false,verified_public_recipe_page,https://cookpad.com/es/recetas/25057898
Healthy banana oat dessert,"No-flour dessert with oats, almonds, peanuts, raisins, prunes, cranberries, sesame, cocoa, banana, honey and dark chocolate. Mix chopped nuts and fruit with mashed banana, bake, then glaze with chocolate.",https://youtube.com/shorts/2udJVgu2V2Y,youtube_shorts,2udJVgu2V2Y,OnlyProvenRecipes,https://www.youtube.com/@OnlyProvenRecipes,en,healthy dessert,banana,false,verified_public_recipe_page,https://cookpad.com/eng/recipes/25109884
Individual chocolate cold dessert,"Cold Spanish dessert with chocolate cream, chocolate chip cookies, chantilly mix, soy drink or milk, chocolate sprinkles and homemade strawberry jam. Layer cream, cookies, jam and whipped topping in small glasses.",https://youtube.com/shorts/F4UMHBuAwJ0?feature=share,youtube_shorts,F4UMHBuAwJ0,antoniasevilla,https://youtube.com/shorts/F4UMHBuAwJ0?feature=share,es,dessert,chocolate,false,verified_public_recipe_page,https://cookpad.com/es/recetas/25133862
Shrimp shumai,"Shumai dumplings with shrimp, dried scallops, bamboo shoots, green onion, egg white, ginger, potato starch, cooking wine, sesame oil and wrappers. Mix filling until sticky, form cups and steam.",https://youtube.com/shorts/4KHp1857kxc,youtube_shorts,4KHp1857kxc,okane,https://youtube.com/shorts/4KHp1857kxc,en,asian,shrimp,false,verified_public_recipe_page,https://cookpad.com/eng/recipes/17263489
Individual chocolate cheesecake,"No-bake style individual cheesecake with cream cheese, dessert chocolate, sweetener, crackers and optional cream. Melt chocolate, combine with softened cheese, portion into glasses and chill.",https://youtube.com/shorts/u_bjRfVpCHs?feature=share,youtube_shorts,u_bjRfVpCHs,antoniasevilla,https://youtube.com/shorts/u_bjRfVpCHs?feature=share,es,dessert,cream cheese,false,verified_public_recipe_page,https://cookpad.com/es/recetas/25125126
Sweet potato chips,"Healthy chips made with sweet potato, ginger powder, black pepper, olive oil, salt, herbs and garlic powder. Slice thinly, season with oil and spices, bake until crisp and cool fully.",https://youtube.com/shorts/GA3r3lOPh4Q?si=CI_cEiMK29cVAwXQ,youtube_shorts,GA3r3lOPh4Q,n_dieteticacabrera,https://youtube.com/shorts/GA3r3lOPh4Q?si=CI_cEiMK29cVAwXQ,es,healthy snack,sweet potato,false,verified_public_recipe_page,https://cookpad.com/es/recetas/22587904
Cuban-style pork mojo,"Caribbean pork recipe with pork shoulder or loin head, sour orange or orange-lime juice, garlic and seasonings. Marinate, slow cook or confit, then fry or brown for a crisp outside.",https://youtube.com/shorts/MoY4sbi806g?si=niOL1rsa_nyfXYnX,youtube_shorts,MoY4sbi806g,OdenColt,https://youtube.com/shorts/MoY4sbi806g?si=niOL1rsa_nyfXYnX,es,cuban,pork,false,verified_public_recipe_page,https://cookpad.com/es/recetas/25226176
Sea bass fillets with lemon and potatoes,"Spanish fish tray bake with sea bass fillets, potatoes, onion, lemon, garlic, parsley, olive oil, salt and pepper. Layer potatoes and onion, add fish and lemon, then bake until tender.",https://youtube.com/shorts/COXGiOS4poY?feature=share,youtube_shorts,COXGiOS4poY,antoniasevilla,https://youtube.com/shorts/COXGiOS4poY?feature=share,es,spanish seafood,sea bass,false,verified_public_recipe_page,https://cookpad.com/es/recetas/17044368
Sarmale cabbage rolls,"Romanian cabbage rolls with mixed pork and beef mince, round rice, onion, paprika and dried herbs cooked slowly in tomato sauce. Fill cabbage leaves and simmer until tender.",https://youtube.com/shorts/oN8UO5hJn_E?si=HohKgK5zcAGm6cOP,youtube_shorts,oN8UO5hJn_E,OdenColt,https://youtube.com/shorts/oN8UO5hJn_E?si=HohKgK5zcAGm6cOP,es,romanian,cabbage,false,verified_public_recipe_page,https://cookpad.com/es/recetas/25191905
Apple cottage cheese buns,"No-yeast buns with apple, egg, salt, sugar, cottage cheese, oil, lemon zest, lemon juice, flour, baking soda, cinnamon and sugar topping. Mix soft dough, portion and bake.",https://youtube.com/shorts/8ej2Vbhbf6s?feature=share,youtube_shorts,8ej2Vbhbf6s,OnlyProvenRecipes,https://www.youtube.com/@OnlyProvenRecipes,en,baking,apple,false,verified_public_recipe_page,https://cookpad.com/eng/recipes/25148167
No-knead no-yeast quick pizza,"Fast pizza with eggs, sour cream, kefir or mayonnaise, flour, baking powder and salt. Mix batter, spread on parchment, add toppings and bake until golden.",https://youtube.com/shorts/RGQ-4n8i9Hg,youtube_shorts,RGQ-4n8i9Hg,OnlyProvenRecipes,https://www.youtube.com/@OnlyProvenRecipes,en,pizza,flour,false,verified_public_recipe_page,https://cookpad.com/eng/recipes/24943516
Sausage and cheese lavash roll-ups,"Quick snack with lavash bread, sausages, grated cheese, eggs, mayonnaise, dill, salt and oil. Spread egg-cheese filling on lavash, wrap sausages and fry until crispy.",https://youtube.com/shorts/MWG-d5qf6PE?feature=share,youtube_shorts,MWG-d5qf6PE,OnlyProvenRecipes,https://www.youtube.com/@OnlyProvenRecipes,en,quick snack,sausage,false,verified_public_recipe_page,https://cookpad.com/eng/recipes/25127729
Date and nut chocolate candies,"No-bake sweets with dates, peanuts or nuts, sesame seeds and dark chocolate. Toast nuts and sesame, blend dates, shape bars, fill with melted chocolate and slice after setting.",https://youtube.com/shorts/Ycv0PF4H7ZI?feature=share,youtube_shorts,Ycv0PF4H7ZI,OnlyProvenRecipes,https://www.youtube.com/@OnlyProvenRecipes,en,healthy dessert,dates,false,verified_public_recipe_page,https://cookpad.com/eng/recipes/25385376
Stir fried glass noodles japchae,"Japchae-style glass noodles with vegetables, spinach and thin egg garnish. Prep vegetables separately, blanch spinach, stir fry each component and combine with noodles and seasoning.",https://youtube.com/shorts/Nt4gU4f34wA?si=AVNIX3mBXif0ytZ5,youtube_shorts,Nt4gU4f34wA,FancyNoodles,https://youtube.com/shorts/Nt4gU4f34wA?si=AVNIX3mBXif0ytZ5,en,korean,glass noodles,true,verified_public_recipe_page,https://cookpad.com/eng/recipes/24520460
Zucchini pisto with tuna and octopus,"Spanish mixed dish with zucchini, onion, peppers, garlic, tomato sauce, tuna slices, cooked octopus, paprika, salt and olive oil. Cook the vegetable pisto, add tuna and serve with paprika octopus.",https://youtube.com/shorts/60TtcVusgCY?feature=share,youtube_shorts,60TtcVusgCY,antoniasevilla,https://youtube.com/shorts/60TtcVusgCY?feature=share,es,spanish,tuna,false,verified_public_recipe_page,https://cookpad.com/es/recetas/24234263
Microwave rice with vegetables,"Easy microwave rice with vegetables, water or stock cube, seasoning and olive oil. Combine rice, liquid and vegetables in a microwave-safe dish and cook until the rice absorbs the liquid.",https://youtube.com/shorts/pvMNB6r1mkI?feature=share,youtube_shorts,pvMNB6r1mkI,antoniasevilla,https://youtube.com/shorts/pvMNB6r1mkI?feature=share,es,quick rice,rice,true,verified_public_recipe_page,https://cookpad.com/es/recetas/25090556
Sausages wrapped in crepes,"Simple snack with cooked chicken sausages, frozen crepes, lactose-free cheese slices, sweet mustard, ketchup and light mayonnaise. Fill, roll and heat until the cheese melts.",https://youtube.com/shorts/vdFVy2yepfg?feature=share,youtube_shorts,vdFVy2yepfg,antoniasevilla,https://youtube.com/shorts/vdFVy2yepfg?feature=share,es,snack,sausage,false,verified_public_recipe_page,https://cookpad.com/es/recetas/16621912
Quinoa with salmon asparagus and mango,"Colorful quinoa dish with salmon, asparagus, mango, water, salt and olive oil. Cook quinoa, prepare salmon and asparagus, then combine with mango for a fresh lunch bowl.",https://youtube.com/shorts/vEsBhl3FOD0?feature=share,youtube_shorts,vEsBhl3FOD0,antoniasevilla,https://youtube.com/shorts/vEsBhl3FOD0?feature=share,es,healthy bowl,salmon,false,verified_public_recipe_page,https://cookpad.com/cl/recetas/25000653
